sentence,spoiler,page,trope
"She faces it again in ""Identity Crisis"", with the FBI asking for help in stopping Reese because they think he's a rogue assassin selling his services to the highest bidder (Which is a reasonable conclusion given what they know of his recent activities).",True,PersonOfInterest,ToBeLawfulOrGood
"Since she warns Reese that the FBI is looking for him during ""Flesh and Blood"", it appears she's choosing to remain Good.",True,PersonOfInterest,ToBeLawfulOrGood
"Hammered home with   ""L-O-S"" , who was    ""silenced""  by Agent Snow after being caught on US soil.",True,PersonOfInterest,TruthInTelevision
"So far, the only people to be examples of this trope who have been important to any episode other than the one where their number came up are  Elias and Carter .",True,PersonOfInterest,VictimOfTheWeek
":  In ""Witness"":  ""You really think we'd go to this much trouble for a witness?",True,PersonOfInterest,WhamLine
"""  Cue scene change and major  Oh Crap  moment for Reese   when he realizes he's been protecting Elias.",True,PersonOfInterest,WhamLine
She points out that it wouldn't have happened if Reese had called the police to rescue the baby.,False,PersonOfInterest,WhatTheHellHero
 /  Wouldn't Hurt a Child Elias manages to  play both ; he locks Reese and the baby in a refrigerated truck to get Reese to spill the location of  Elias' father  before the baby freezes to death.,True,PersonOfInterest,WouldHurtAChild
"After Reese has given up the location, he lets them go and claims he wouldn't hurt a child but we don't find out what Elias would've decided if Reese had refused to break.",True,PersonOfInterest,WouldHurtAChild
"Though one episode did feature an honest investment banker as the PoI,   who is being targeted by a less scrupulous coworker because he noticed that there was something fishy about a certain stock his firm was investing heavily in .",True,PersonOfInterest,WriterOnBoard
"""Drug Lord"" L-O-S, secretly a CIA agent using the drug trade to fund the War on Terror, after being caught operating on US soil.",True,PersonOfInterest,YouHaveOutlivedYourUsefulness
""" In flashbacks, Reese and Stanton appear to get a long-distance, high-explosive version of this.",False,PersonOfInterest,YouHaveOutlivedYourUsefulness
Stanton  does too .,True,PersonOfInterest,YouHaveOutlivedYourUsefulness
Three more people run into this trope in two separate incidents in the main storyline of the episode.,True,PersonOfInterest,YouHaveOutlivedYourUsefulness
":  Carter gets the girlfriend of a gang leader she's trying to arrest for murder to recant the alibi she provided for him by proving that the man was cheating on her in ""Get Carter"".",False,PersonOfInterest,YourCheatingHeart
"The primary plot of ""Baby Blue"" centered around the six-month old product of an extramarital affair whose  father's wife is trying to get rid of in order to conceal her husband's infidelity (She had already bumped off the kid's mother) .",True,PersonOfInterest,YourCheatingHeart
"It was shown late at night on Channel 4, and developed a cult following of fans who asked for the show to be released on DVD on the official website.",False,Pets,ChannelFour
"However, these have both been suggested to be  Fourth Wall Psych  in other episodes.",False,Pets,BreakingTheFourthWall
"The Pets are aware of all the strange things that go on in their house, but whenever any of them suggests that they might be dealing with something supernatural the others dismiss it as nonsense, even though it usually turns out to be true.",False,Pets,FlatEarthAtheist
"Subverted in ""Hostage"" Davina thinks a list of Hamish's demands is going to be this trope.",False,Pets,OhWaitThisIsMyGroceryList
Trevor tries to dismiss Hamish having a bullet lodged in his brain as this.,False,Pets,OnlyAFleshWound
"Petticoat is known for its numerous cast changes; to start, there were the three daughters, Billie Jo, Betty Jo and Bobbie Jo (just don't ask which one's which).",False,PetticoatJunction,TheBeverlyHillbillies
"Only one of them was played by the same actress through the entire series, and another daughter was recast twice.",False,PetticoatJunction,TheBeverlyHillbillies
"Eventually, Oliver and Lisa Douglas settled in Hooterville, resulting in the birth of  Green Acres .",False,PetticoatJunction,TheBeverlyHillbillies
"This series contains examples of:   Bar Brawl  In the 'Wild West night' episode, complete with all the traditional trappings.",False,PhoenixNights,PhoenixNights
 ( How Den Perry gets his come-uppance at the end of the second season ),True,PhoenixNights,EngineeredPublicConfession
Parodied with the one-legged  Elvis Impersonator  whose prosthesis  includes a mini drum kit .,False,PhoenixNights,InspirationallyDisadvantaged
Though becomes much more than this when he burns down the Phoenix Club at the end of the first series .,True,PhoenixNights,SitcomArchNemesis
And it probably goes without saying that you shouldn't abuse an animal in front of him or allude to the fact that you abuse one.,False,PitBoss,BerserkButton
"Sebastian and Ronald, good friends and roommates  until Sebastian moved out .",True,PitBoss,HeterosexualLifePartners
"The entire situation concerning Sebastian and  his working extra jobs so he can buy hearing aids and get his dog certified as a service animal  is built on this, coming to a head when  Shorty found out about his working a gig behind his back and threw him out .",True,PitBoss,PoorCommunicationKills
"Naturally, given the subject matter.",False,PitBoss,PreciousPuppies
"The second season ended with   Ron leaving a stakeout despite Shorty threatening to fire him, then Shorty winding up in the hospital after injuring himself during the chase .",True,PitBoss,SeasonFinale
The third season ended with the  Poor Communication Kills  issue exploding and  Sebastian leaving the team .,True,PitBoss,SeasonFinale
"Ronald, when   he was fired from Shortywood .",True,PitBoss,WhyDoYouKeepChangingJobs
"He came back after his plans fell through, and Tia welcomed him back with open arms .",True,PitBullsAndParolees,ButNowIMustGo
When the parolees watch a dog get neutered their eyes bug out.,False,PitBullsAndParolees,ShareTheMalePain
"Unfortunately, they succeeded .",True,PitBullsAndParolees,WhatTheHellTownspeople
"Here is the first episode, and a good spot from there to find different episodes.",False,Pizza,RagtagBunchOfMisfits
"Habib, until Season 4 where he gives up, after he   hooks up with Toula .",True,Pizza,CasanovaWannabe
"Unless it's just another bizarre occurrence, DJBJ looked to be heading this way in the Season 5 Finale as well .",True,Pizza,PutOnABus
Rocky the Lebanese Rambo has this attitude.,False,Pizza,StayInTheKitchen
The net effect was rather hilarious.,False,PJKatiesFarm,YTV
It was even called PJ Katie.,False,PJKatiesFarm,AuthorAvatar
"For the majority of the show, came in the form of the offscreen wife of Mr.",False,PleaseSir,StockBritishCharacters
"The caller eventually gets a  letter  in the mail that no, they can't replace his title.",True,Portlandia,BeAsUnhelpfulAsPossible
... and she starts dating   Eddie Vedder himself .,True,Portlandia,EmbarrassingTattoo
"Who, in turn,  has a giant Ani DiFranco tattoo on his arm .",True,Portlandia,EmbarrassingTattoo
"Twice in ""One Moore Episode"":  Carrie is turned off by a guy with an  Eddie Vedder  tattoo, and starts dating Eddie Vedder, who has an  Ani Di Franco  tattoo .",True,Portlandia,HereWeGoAgain
"The couple mentioned below in "" What Do You Mean, It\'s Not Heinous?",False,Portlandia,HypocriticalHumor
"The real Moore shows up later in the skit, playing a local actor hired for a table reading of the script.",False,Portlandia,NamesTheSame
"The city recently won the award for ""Best Official Website for cities with populations under 700,000 in the Pacific Northwest area"".",False,Portlandia,OverlyNarrowSuperlative
Gets abused until female!Fred texts it to male!Carrie despite the two not even being in the same place at the time.,False,Portlandia,SafeWord
"One has problems with pointing because ""every time she sees it, she sees a penis.",False,Portlandia,StrawFeminist
"Disney eventually announced they would continue airing the show, but a terribly  Re Cut  version of  Mighty Morphin' Power Rangers  as opposed to new material.",False,PowerRangersRPM,BerserkButton
Gem and Gemma sport winged team logos in place of numbers.,False,PowerRangersRPM,ChestInsignia
Averted for once; the premiere and flashbacks showed off quite a bit of Venjix's carnage.,False,PowerRangersRPM,GreatOffscreenWar
"And in an earlier  Braveheart-inspired  flashback, in which Flynn leads a village of aboriginals into battle against genocidal raiders in a third-world country(!",False,PowerRangersRPM,NeverSayDie
"...which is further explained as them being ""gone.",True,PowerRangersRPM,DisneyDeath
""" Similarly, Scott's brother ""didn't make it.",True,PowerRangersRPM,DisneyDeath
""" Apparently you can only say die when the people in question don't actually die.",True,PowerRangersRPM,DisneyDeath
"A former Air Force pilot; a  Wide-Eyed Idealist  Scottish mechanic; a fallen former heiress; a bumbling ex-cartel member; a  half-human hybrid  with  no memory of either his past or his identity ; and twin hyperactive  adult children , are the world's only hope all led by an emotionally closed off scientist with  No Social Skills  and  one depressing backstory .",False,PowerRangersRPM,RagtagBunchOfMisfits
"A notable instance of  Rangers ' usual ""Unflinching Pose"" variant: Scott holds his  post-""sliding sword attack"" pose  for a good 20 seconds without turning around (or putting his helmet back on) as  General Shifter   short circuits, falls over and explodes massively  behind him in ""Control Alt Delete"".",True,PowerRangersRPM,UnflinchingWalk
K has Ziggy's name for her  password.,True,PowerRangersRPM,AwLookTheyReallyDoLoveEachOther
"Of course, it turns out things are quite a bit more complex than that.",True,PowerRangersRPM,BackFromTheBrink
All the monsters of the week were actually decoys to keep the Rangers from noticing sleeper agents sneaking in .,True,PowerRangersRPM,BackFromTheBrink
"Venjix does this on occasion when something goes wrong, especially when  a giant building falls on him .",True,PowerRangersRPM,BigNo
K also does this during her spotlight episode.,True,PowerRangersRPM,BigNo
"Ziggy's shadow puppets, mentioned briefly at the beginning of the series, it doesn't pay off until episode 17,   when it help distract the guards while they try to scape the  Mook  factory ",True,PowerRangersRPM,BrickJoke
Does Tenaya 7 ever actually get to say her very verbose title?,False,PowerRangersRPM,CatchphraseInterruptus
It turns out  they weren't .,True,PowerRangersRPM,InfallibleBabble
"The Venjix technology within Dillon  and a bunch of other people  is taking over, and there's no way to stop it.",True,PowerRangersRPM,CyberneticsEatYourSoul
"K seems to have this attitude as she never really apologizes for  having created and released the Venjix Virus , even as Dillon confronts her about it in ""Embodied"".",True,PowerRangersRPM,DontYouDarePityMe
"K's  confession  that  she created and released Venjix after implanting its base code  to prevent Dillon from falling completely under Venjix's control in ""Brother's Keeper"".",True,PowerRangersRPM,DramaticDeadpan
Tenaya 7 is an Expy of  Astronema.,True,PowerRangersRPM,Expy
K  Or Tenaya if you note how The Lancer compares to her.,True,PowerRangersRPM,DigitalDevilSaga
"Granted there tend to be lot of these in  Power Rangers , but special mention goes to Ziggy saving Dillon in  Blitz .",False,PowerRangersRPM,FriendshipMoment
Dr K even confirms to Ziggy that they know how to recharge the morphers from their base (they just can't figure out the password).,False,PowerRangersRPM,GeniusDitz
"Venjix reprograms her back to his side, but the Rangers eventually break his hold.",True,PowerRangersRPM,HeelFaceTurn
"Outside the Rangerverse, Eddie Guzelian worked his tail off to get the fandom the best show he possibly could,  and got canned for it.",True,PowerRangersRPM,HeroicSacrifice
K takes out a policy just in time to avoid being arrested on treason for releasing the Venjix virus .,True,PowerRangersRPM,HeroInsurance
"Also seen when Gem and Gemma bust down a door to stop some crooks, and have to repair it later.",True,PowerRangersRPM,HeroInsurance
"And previously in ""Control Alt Delete"" when Dillon defends himself from a re- brainwashed   Tenaya , continually yelling that  she's his sister  and refusing to attack.",True,PowerRangersRPM,IKnowYoureInThereSomewhereFight
"This could be considered  subverted  or played straight depending on your reading of the scene - after Dillon's shield is broken and his power levels are scanned and found low,  Tenaya  stops attacking and walks away without explanation,  but  the overall loyalty to Venjix appears unchanged.",True,PowerRangersRPM,IKnowYoureInThereSomewhereFight
"Kshe created the Ranger powers, and is no older than 19.",False,PowerRangersRPM,ImprobableAge
"Now, what do the rangers use   to defeat the final  Big Bad  of the season ?",True,PowerRangersRPM,KarmicDeath
"He is  never  seen to get his old memories back, though as he said in that episode, he's got something better: new ones.",True,PowerRangersRPM,LaserGuidedAmnesia
Of course I am  aware  of what I am doing!,False,PowerRangersRPM,LiteralMinded
It was  everyone else  who was surprised when it was announced.,False,PowerRangersRPM,LukeIAmYourFather
""" Power Rangers "" +  Terminator",False,PowerRangersRPM,MixAndMatch
"Also Dillon, when Ziggy comments that  Tenaya is kinda hot when she's not out to kick their asses .",True,PowerRangersRPM,MySisterIsOffLimits
"Then, an attack bot that can make a duplicate of any object comes along, so Dr.",False,PowerRangersRPM,NiceJobFixingItVillain
"* Cue violin attack*  Kilobyte wanted to do something useful so he   activated a hybrid  to attack the Colonel, not only did it fail but it tipped the Rangers off to what Venjix was planning.",True,PowerRangersRPM,NiceJobFixingItVillain
Venjix ultimately meets his doom  with a building dropped on him in the finale.,True,PowerRangersRPM,OhCrap
He doesn't take it very well.,True,PowerRangersRPM,OhCrap
Ziggy himself and Gemma also pull buckets out on occasion.,False,PowerRangersRPM,PassThePopcorn
"K's possible computer password, each one failing.",False,PowerRangersRPM,ThePasswordIsAlwaysSwordfish
"It turns out she chose  Ziggy's name as her password , presumably thinking no-one would guess because no-one knew that she  had feelings for him .",True,PowerRangersRPM,ThePasswordIsAlwaysSwordfish
"No Endor Holocaust  is implied, as Dillon, Summer, and Tenaya begin  Walking the Earth  in the finale unprotected and they find a place where the environment is already beginning to return to normal.",False,PowerRangersRPM,PyrrhicVictory
K seems to come up with the idea on the spot.,False,PowerRangersRPM,PlugNPlayTechnology
"K  programmed  the Venjix Virus , and admits it to the Rangers.",True,PowerRangersRPM,TheReveal
" ""End Game"" reveals that appoximately half the population of Corinth City is infected with the dormant Venjix Virus.",True,PowerRangersRPM,RoboticReveal
The way the cut is revealed is almost mimicking the cliche of revealing sparking wires when  Robotic Reveal  is used straight.,True,PowerRangersRPM,RoboticReveal
"Well,  half the city is the same way, with their reprogramming complete, and Venjix just hadn't flipped the switch yet.",True,PowerRangersRPM,SeriesFauxnale
And now he does.,True,PowerRangersRPM,SeriesFauxnale
Finishing moves take the form of the zords.,False,PowerRangersRPM,ShapingYourAttacks
"K lampshades mercilessly), Summer/Scott, Flynn/Gemma and Ziggy/Dr.",False,PowerRangersRPM,ShipTease
This also falls under  Crowning Music of Awesome .,False,PowerRangersRPM,SoundtrackDissonance
Many of the Attack Bots are unable to speak - a first in the series.,False,PowerRangersRPM,TheSpeechless
"Witness her fight with pre-ranger Ziggy, in which he is able to outmuscle her long enough to   strap the morpher to his wrist and activate the morph .",True,PowerRangersRPM,StrongAsTheyNeedToBe
This can perhaps be justified by Ziggy's hint that she 'enjoys this' and is deliberately not acting on her full ability in order to prolong the 'fun'.,True,PowerRangersRPM,StrongAsTheyNeedToBe
"Of course, it ends up being subverted when a familiar red glow emits from Scott's morpher, with the Venjix  Leitmotif  playing in the background.",True,PowerRangersRPM,TooDumbToLive
It should be pointed out that the sequence in question  was  shown in slow motion.,True,PowerRangersRPM,TooDumbToLive
What makes it even funnier is that Dr.,False,PowerRangersRPM,Understatement
K from installing the firewall intended to keep Venjix from spreading.,False,PowerRangersRPM,UnwittingInstigatorOfDoom
"If Eddie ran the Zoo for the finale, the following was rumored to have been planned Dillon would have been a sleeper body for Venjix, making ""Dillon"" non-existent since he was hybridized, causing the first  Shoot The RANGER  ending in PR history.",True,PowerRangersRPM,WhatCouldHaveBeen
Fanbase reactions were divided and the validity of the entire rumor has since been questioned by many and denied by cast members Dan Ewing and Mike Ginn.,True,PowerRangersRPM,WhatCouldHaveBeen
"K asks Ziggy what he offers to the team (because it sure isn't ability), he says that he has heart.",False,PowerRangersRPM,WhatKindOfLamePowerIsHeartAnyway
"Of course if any of the monsters actually suceeded...   The end of the season leaves Venjix with direct access to the morphers, only one step away from  the morphing grid ... Sweet Dreams, Earth.",True,PowerRangersRPM,XanatosGambit
"Used interestingly in ""Three's a Crowd"":   Venjix:  This body has failed me for the last time!",False,PowerRangersRPM,YouHaveFailedMe
"The series shows Jamie and Laura attempting to cope with their new responsibilities, while dealing with embarrassing parents and their struggles to still be a normal teenager.",False,Pramface,BBC3
"Alan Derbyshire  - Laura's father, who has had affairs in the past, and tends to be a little closer to Laura than she is with her mother.",False,Pramface,BBC3
"Poor Jamie ends up being this, as he's the only one around when Laura gives birth.",False,Pramface,DeliveryGuy
Where poor Jamie ends up being called up to the front for a demonstration.,False,Pramface,LamazeClass
"When Beth begs Mike to go on a double date with her, she doesn't mention that it's with a  guy , despite knowing full well that Mike is straight.",False,Pramface,MoralDissonance
" Ben  tries to rape  Emily , but  Toby Cavanaugh  saves her.",True,PrettyLittleLiars,AttemptedRape
"He repeatedly refuses to change Noel Kahn's grade, even when Noel threatens to tell the principal about Ezra's relationship with Aria.",False,PrettyLittleLiars,BadassBookworm
"In ""Through Many Toils, Troubles, and Snares"", the girls pull off a rather impressive one on A by   pretending to fight and quarrel with each other over fake evidence of A's identity, leading A to approach Emily with a deal.",True,PrettyLittleLiars,BatmanGambit
"It doesn't quite work out like they'd hoped, since they don't learn A's identity, but they do come away with A's cell phone.",True,PrettyLittleLiars,BatmanGambit
A is understandably disturbed by this development.,True,PrettyLittleLiars,BatmanGambit
Maya fits this because she  dated a boy while she was at juvie camp before she returned.,True,PrettyLittleLiars,BiTheWay
"Alison fits this trope as well given that  in both the books and the show she occasionally pursues romantic encounters with Emily, who is in love with her .",True,PrettyLittleLiars,BiTheWay
  Maya  who was last seen a few episodes earlier before it was revealed she was dead.,True,PrettyLittleLiars,BusCrash
"Mona  falls off Lookout Point in a fight with Spencer, but she lives.",True,PrettyLittleLiars,DisneyVillainDeath
"Also,   Lucas  may be a part of the ""A"" scheme, as he was wearing the same costume as Ali's stalker.",True,PrettyLittleLiars,HalloweenSpecial
The climatic bell-tower chase between   Spencer and Ian  in the season 1 finale is an homage to Hitchcock's  Vertigo .,True,PrettyLittleLiars,Homage
"""Unmasked"" reveals that   Mona  is not A but really just their pawn when the real A visits her at the end of the episode.",True,PrettyLittleLiars,TheManBehindTheMan
"In the books,   Alison really did visit Hanna because she was still alive.",True,PrettyLittleLiars,OrWasItADream
Emily has one of these with Alison later after passing out from inhaling too much carbon monoxide.,True,PrettyLittleLiars,OrWasItADream
It's unclear as to whether or not Alison really IS alive or if Emily was just dreaming.,True,PrettyLittleLiars,OrWasItADream
He claims that the only reason Emily became captain of the team is because she is lesbian.,False,PrettyLittleLiars,PoliticalCorrectnessGoneMad
Maya   is sent to juvie camp after Emily's mom finds marijuana in Maya's bag and lets Maya's parents know about this .,True,PrettyLittleLiars,PutOnABusToHell
She returned in the episode before the summer finale.,True,PrettyLittleLiars,PutOnABusToHell
:    Spencer and Toby  are forced to pretend they aren't still dating in the second season.,True,PrettyLittleLiars,SecretRelationship
Same goes for   Aria and Ezra .,True,PrettyLittleLiars,SecretRelationship
A is the identity of who is stalking the girls and  Alison  adopted an alias which was Vivian Darkbloom.,True,PrettyLittleLiars,SecretIdentity
"Although, in a recent episode, Jenna is slapped by Hanna after Hanna finds out   that Jenna was using Caleb to get information from Hanna  causing her sunglasses to come off.",True,PrettyLittleLiars,SunglassesAtNight
Spencer tries to save   Mona  this way in the Season 2 finale.,True,PrettyLittleLiars,TakeMyHand
 A hilarious tumblr dedicated to lampshading the constant and never ending use of the word on the show.,False,PrettyLittleLiars,ThisIsForEmphasisBitch
"""Eye Of The Beholder"" has   Jenna Marshall end up in the hospital when someone lures her to the DiLaurentis house with a text message and then sets it on fire.",True,PrettyLittleLiars,WhamEpisode
"Fortunately, Hanna and Spencer save her.",True,PrettyLittleLiars,WhamEpisode
:   Mona I've done everything you've asked me to.,True,PrettyLittleLiars,WhamLine
Ian kissed Melissa's younger sister Spencer and had a relationship with  Alison .,True,PrettyLittleLiars,YourCheatingHeart
"For the trope about breaking out of prisons, see  Great Escape .",False,PrisonBreak,TheChessmaster
A notable example is the romance between Linc and Veronica which is promptly forgotten about when   Veronica is killed .,True,PrisonBreak,TheChessmaster
Pretty much any lesser plotline from the first season is dead and gone by the third.,True,PrisonBreak,TheChessmaster
"  Sucre, C-Note, Kellerman, Sofia, Felicia, and Hale's wife all re-appear for the broadcast finale - despite not being having seen in a few episodes, two seasons, two seasons, a full season, a few episodes, and almost three full seasons - respectively, and despite the fact that Kellerman was, you know, dead.",False,PrisonBreak,BackForTheFinale
Then there's Agent Mahone (who goes around   killing the escapees because he's being blackmailed for killing a different criminal earlier in his career ) and Agent Self.,True,PrisonBreak,BadCopIncompetentCop
Not to mention the number of cops the group outwits/outruns throughout season 2.,True,PrisonBreak,BadCopIncompetentCop
"Don Self  pulls an  epic  one in season 4, duping even Michael.",True,PrisonBreak,BatmanGambit
"Michael was dying anyway, so he performs a  Heroic Sacrifice  to save Sara.",True,PrisonBreak,BetterToDieThanBeKilled
"Mahone clearly looks satisfied after waiting quite a while before he finally got the chance to   kill Wyatt, the man who murdered his son.",True,PrisonBreak,BestServedCold
"Subverted with   Michael and Gretchen, after figuring out Sara wasn't really dead.",True,PrisonBreak,BestServedCold
You can guess which one they choose.,False,PrisonBreak,BoxedCrook
The first season ends with the main characters   being spotted and chased by cops about a hundred yards away across an open field.,True,PrisonBreak,CliffhangerCopout
"In the beginning of the second season, and they got away by... running.",True,PrisonBreak,CliffhangerCopout
Really fast.,True,PrisonBreak,CliffhangerCopout
" The final scene of the series, and a  Crowning Moment of Heartwarming , is Michael's posthumous message to Lincoln and Sara.",True,PrisonBreak,DeadManWriting
Michael Scofield has a recurring and   ultimately terminal  medical condition that sometimes manifests as nosebleeds.,True,PrisonBreak,DeadlyNosebleed
"Bellick apparently helped Sucre from the stampede, hence why Sucre won't allow anyone to  speak ill of him after  his death.",True,PrisonBreak,DeusExMachina
  Kellerman  puts a gun to his head in Season 2.,True,PrisonBreak,DrivenToSuicide
Played straight with   Terrence Steadman .,True,PrisonBreak,DrivenToSuicide
She got better .,True,PrisonBreak,DroppedABridgeOnHim
"Amazingly enough,    Brad Bellick  gets one by sacrificing himself and meeting it head on.",True,PrisonBreak,DyingMomentOfAwesome
"Most notable are season 3, where Michael and Lincoln work with  Mahone, T-Bag, Bellick, Lechero, Whistler and Gretchen , and the Miami chapter of season 4, where Lincoln works  for  the General and  with  Gretchen, T-Bag and Self .",True,PrisonBreak,EnemyMine
"Probably as a consequence of slowly  Becoming the Mask ,  T-Bag  shockingly pleads for  Gretchen  (who has screwed him several times over, and therefore has no obligation to save) to be spared, looking more like a human being than  Don Self , who enthusiastically calls for her execution.",True,PrisonBreak,EvenEvilHasStandards
"Lisa Tabak  quits the Company and later helps Sarah save Michael from them, claiming to have been  disillusioned with the organization's ruthlessness .",True,PrisonBreak,EvenEvilHasStandards
" Self ends up mostly paralyzed, in a wheelchair and needing someone to wipe the drool from his chin .",True,PrisonBreak,FateWorseThanDeath
"Most of the goriest moments in the show happen off-screen, such as    Nick Savrinn getting shot  and T-Bag having his hand chopped off with an axe.",True,PrisonBreak,GoryDiscretionShot
"By the end of the second season, the escapees have all successfully evaded the law   (the few that survived, at least...)  but the writers manage to justify the title by having the main characters all  rounded up for random reasons  and  sent to a new, even worse prison in Panama .",True,PrisonBreak,GreatEscape
Lincoln goes through one after   finding the box with Sara's head.,True,PrisonBreak,HeroicBSOD
Michael suffers a brief one after being told of   Sara's death .,True,PrisonBreak,HeroicBSOD
Mahone seems to suffer one after   the murder of his family.,True,PrisonBreak,HeroicBSOD
"Lampshaded  by Michael early on: ""You're a mercurial man,   Abruzzi .",True,PrisonBreak,HeelFaceRevolvingDoor
One episode of season 4 has the brothers try this tactic on the villains.,False,PrisonBreak,IHaveYourWife
"Michael and   Christina Rose , which was  lampshaded  by the latter and Lincoln.",True,PrisonBreak,InTheBlood
Darwin wins inside these walls.,False,PrisonBreak,IronicEcho
"Though he does get spit on, so there's that.",True,PrisonBreak,KarmaHoudini
"Gretchen similarly never quite gets a punishment worthy of what viewers want for her, but she does end up getting tortured a few times, shot once, and ends the series   in prison, where she helps Sara escape.",True,PrisonBreak,KarmaHoudini
She also gets her main misdeed turned around on her when   her daughter is held hostage and used to blackmail her.,True,PrisonBreak,KarmaHoudini
And it helps that she doesn't turn out to have beheaded  Sara  after all .,True,PrisonBreak,KarmaHoudini
"After having set Tweener up to be repeatedly  raped  by Avocado in Season 1, he ends up as Avocado's cellmate himself in Season 2.",True,PrisonBreak,HeelFaceTurn
"He then gets set up for a murder he didn't commit and sentenced to prison in Panama, where he is left starving and almost naked for days, nearly gets beaten to death by Sammy as a distraction for digging the tunnel out of Sona, and then gets used as bait for the police to aid Michael's actual escape, culminating in a pretty brutal beating.",True,PrisonBreak,HeelFaceTurn
"Then there's Don Self, the General,   Christina Rose , and others.",True,PrisonBreak,KillHimAlready
"Less so Gretchen, where at least there's typically a reason they can't get rid of her, but definitely still there.",True,PrisonBreak,KillHimAlready
"  Don Self  becomes a brain dead paraplegic, just like what happened to his wife because of his own doing.",True,PrisonBreak,LaserGuidedKarma
General Krantz  ultimately is executed in the electric chair - much as the Company planned for Lincoln.,True,PrisonBreak,LaserGuidedKarma
Subverted  Michael and Lincoln  are told that they aren't blood-related.,True,PrisonBreak,LukeIAmYourFather
They don't actually seem to care.,True,PrisonBreak,LukeIAmYourFather
" Westmoreland's stash of money  and the Steadman recording in season 2, the bird book in season 3 (actually a subversion:  the book really  is  worthless, just something to put Michael's mind at ease about breaking Whistler out of Sona , Scylla in season 4.   the bird book contained information critical to the theft of Scylla.",True,PrisonBreak,MacGuffin
"T-Bag, when it suits him.",True,PrisonBreak,TheMole
""" At one point, Trishanne  /Megan Holtz  is running around wearing a very flimsy and very lacey white camisole and a short skirt, for absolutely no reason other than ""it's fun to have Shannon Luccio running around in flimsy lace and short skirts.",True,PrisonBreak,MsFanservice
"Both turn out to be operatives for the Company itself, with their father's  desire to protect them  being the reason for his departure, while their apparently  Not Quite Dead  mother is ironically not quite as benevolent as she was made out to be.",True,PrisonBreak,MysteriousParent
"Subverted with the original group that broke out of prison in season one, as seen during season one and two a number of times, including but not limited to   T-Bag's hand being cut off, Tweener and Haywire being left behind, and Michael trying to steal the money out from everyone except Sucre .",True,PrisonBreak,TrueCompanions
"Played straight in that Michael, Linc and Sucre form a small gang of  True Companions  in season one, which LJ and Sara are added to in season two.",True,PrisonBreak,TrueCompanions
"The direct-to-DVD gives us the basic group, seen in the season four finale   at Michael's funeral , of Linc, Michael, Sara, Sucre, and Mahone.",True,PrisonBreak,TrueCompanions
Played straight with   Brad Bellick's  death.,True,PrisonBreak,NeverSpeakIllOfTheDead
Sucre especially is ready to take out anyone who speaks ill.,True,PrisonBreak,NeverSpeakIllOfTheDead
Brad calls Linc out for his comment and Linc basically tells him to shut-up.,True,PrisonBreak,NeverSpeakIllOfTheDead
"  Maybe if The Company and Caroline Reynolds hadn't treated Kellerman so badly in Season 2 and eventually casted him aside, he wouldn't have had his  Heel Face Turn  and greatly aided the protagonists in the long run.",True,PrisonBreak,NiceJobFixingItVillain
"Christina Rose Scofield  pulls off  the mother of all gambits   in season 4, with geopolitical repercussions.",True,PrisonBreak,ThePlan
Self's double-cross in Season 4 relies on them not checking the paperwork until after he's long gone - which seems like the first thing they would do after all the times they've been screwed.,True,PrisonBreak,PlotInducedStupidity
"Everyone who thinks they can outsmart Michael Scofield, despite knowing about everyone who previously got into trouble for doing so.",True,PrisonBreak,PlotInducedStupidity
"Caroline Reynolds, who was the  Vice -President of the United States   until her ""promotion"" in the season 1 finale .",True,PrisonBreak,PresidentEvil
"In season 4, subverted with   Paul Kellerman  and played straight with   Brad Bellick .",True,PrisonBreak,RedemptionEqualsDeath
Michael even works a reward for anticipated treachery into his plan in the Sona escape.,True,PrisonBreak,RewardedAsATraitorDeserves
"There was the flashback episode showing C-Note's service in Iraq, where it's revealed that he was thrown out of the army for trying to expose the torture of inmates at Abu Ghraib.",False,PrisonBreak,RippedFromTheHeadlines
"In season four, Michael is offered the choice of keeping Scylla out of the General's hands or rescuing   Sara .",True,PrisonBreak,SadisticChoice
The choice gets worse when   Christina Rose  then calls and offers Michael the choice of keeping Scylla out of her hands or rescuing Linc.,True,PrisonBreak,SadisticChoice
Too bad she got killed two episodes later.,True,PrisonBreak,SenselessSacrifice
"For T-Bag,   who ends up right back in Fox River , it can be argued the ENTIRE SERIES is this.",True,PrisonBreak,ShaggyDogStory
"In the season finale,   Agent Kim kicks the backpack into a lake and the money is never mentioned again.",False,PrisonBreak,ShaggyDogStory
Michael won't let   Roland  die alone.,True,PrisonBreak,StayWithMeUntilIDie
Luckily he goes quickly so Michael can get out of there before the cops pull up.,True,PrisonBreak,StayWithMeUntilIDie
That's a pretty big misconception of what being smart is.,False,PrisonBreak,TattooedCrook
"People tend to consider Linc this, ignoring   his  Back Story , like the  Flash Back  to him ramming his car into someone  and   the number of  Mooks  he'd killed .",True,PrisonBreak,ThouShaltNotKill
"She escapes while being tortured twice (  though one was an  Ass Pull  from the writers to bring her back from the dead ) and from the bad guys in general more than once, and took out some of the men trying to get her during the season one riot.",True,PrisonBreak,TookALevelInBadass
She also sewed up her own arm.,True,PrisonBreak,TookALevelInBadass
